Q_2_2_1_zone;Q_3_1_4_Scolarite;Q_3_3_2_temps_communautes;Q_3_4_2_activites_professionnelles;Q_4_1_2_1_qui_habite;Q_4_4_1_participer_eglise;Q_4_4_1_participer_au_groupe_jeunes;Q_4_4_1_participe_groupe_femmes;Q_4_4_1_participer_syndicat;Q_4_4_1_participer_a_la_cooperation;Q_4_4_1_participer_a_la_communaute_associative;Q_4_4_1_participer_au_football_de_club;Q_4_5_1_revenu_travail_exterieur;Q_5_1_2_type_culture;Q_5_3_2_cueillette_produits_forestiers;Q_6_1_2_emploi_main_doeuvre;Q_6_1_4_2_Insecticides_chimiques;Q_6_1_4_2_defensifs_naturels;Q_6_1_4_3_herbicide;Q_6_2_1_Produits_chimiques;Q_6_2_1_2_pourquoi_nutiliser_plus_de_produits_chimiques;Q_6_3_1_entendu_parler_agroecologie;Q_6_3_1_3_Pratiquedelagroecologie;Q_6_3_1_3_1_quelle_culture_agroecologie;Q_6_3_1_3_2_depuis_quand_pratique_agroecologie;Q_7_1_1_2_Produits_commerciaux;Q_7_1_1_2_produitprincipal;Q_7_1_1_2_3_forme_commercialisation;Q_7_1_1_3_certification;Q_7_2_1_revenu_agricole_bon_mois;Q_7_2_2_revenu_agricole_mois_difficile;Q_7_4_1_Principales_difficultes_de_production;Q_7_4_1_1_autres_difficultes_de_production;Q_7_4_2_principales_difficultes_de_la_commercialisation;Q_7_5_1_2_credit;Q_7_6_1_Technique_dassistance_a_la_visite;Q_7_6_2_Douviennentlestechniciens;Q_7_6_3_frequence_visites;Q_8_1_2_titredubien;Q_8_1_4_enregistrement_environnemental_CAR;Q_8_1_5_annee_CAR;Q_8_4_1_nouvelles_terres;Q_8_4_1_3_annee_acquisition;Q_8_5_1_evenementdeterrain;Q_8_5_1_5_annee_vendu;Q_8_5_2_refu_proposition_achat_refuse;Q_8_5_2_1_annee_proposition_achat;Q_8_5_3_campagne_ne_vend_pas_ta_terre;Q_9_1_1_2_abandondelaculture;Q_9_1_1_3_pourquoi_abandonner;Q_9_2_1_nouvelles_activites;Q_9_2_1_2_quelles_nouvelles_activites;Q_9_3_1_Changement_du_climat;Q_9_3_1_4_assechement_source;Q_9_3_1_5_Sourcesdeauassechees;Q_9_4_1_Changement_apres_soja;Q_9_4_1_2_quand_changements;Q_9_4_1_3_quand_changements_lies_soja;Q_9_4_1_4_changements_positifs_soja;Q_9_4_1_5_changements_negatifs_soja;Q_9_4_2_atteint_pour_la_pulverisation_des_pesticides;Q_9_4_2_3_commentaire_pesticides_impactant;Q_9_4_2_4_problemes_sante_lies_pulverisations;Q_9_5_1_enfants_veulent_continuer_leur_activite_agricole;Q_9_5_1_2_quel_futur_veulent_pour_les_enfants;Q_9_5_2_quel_futur_5_ans;Q_9_6_1_situation_communautaire_sante;Q_9_6_1_situation_communaute_education;Q_9_6_1_situation_communaute_production_agricole;Q_9_6_1_situation_communaute_route_transport;Q_9_6_1_situation_communaute_liens_sociaux;Q_9_6_1_situation_communaute_relations_autres_acteurs_dont_soja;Q_9_6_1_situation_communaute_pouvoirs_publics;Q_9_6_2_changements_15ans_sante;Q_9_6_2_changements_15ans_education;Q_9_6_2_changements_15ans_production_agricole;Q_9_6_2_changements_15ans_transport_route;Q_9_6_2_changements_15ans_liens_sociaux;Q_9_6_2_changements_15ans_acteurs_exterieurs;Q_9_6_2_changements_15ans_pouvoirs_publics;Q_9_6_3_situation_agricole_familiale;Q_9_6_3_situation_communaute_si_continue;Q_9_6_3_situation_soja_si_continue
S3FindeCuruáUna;Terminerl'enseignementprimaire;Jesuisne(e)ici/j'aigrandiici/jesuisarrive(e)icipendantmonenfance(jusqu'al'agede18ans);Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire/partenaire;Fils,fille";Non;Non;Non;Non;Non;Participer;Non;Personnenetravailleendehorsdulotissement;"Plantation;fermeproductiveouarriere-cour";Jenecollectionnepas;Quelquesfoisparmois;1ou2foisparan;Jamais;Jamais;Jamaisutilise;;Non;;;;Manioc;Madioca;Autres;Non;Jusqu'a0,5salaireminimum;Jusqu'a0,5salaireminimum;"Deplacementpendantlasaisondespluies;difficultesd'accesauxintrantsnaturels;manqued'assistancetechnique";;Difficulteaseconformerauxreglementationssanitaires;Aucun;Non;;;Reçud'achat;Non;;Non;;non;;Non;;Non;Rizieres;Terrefaible;Non;;Augmentationdelatemperature(pluschaud);Non;;Oui,jesaisqueçafaitmal;;Elles'estdeveloppeeaucoursdesdixdernieresannees;Aucun;Changementclimatique;Oui;Malaise(odeurforte,mauxdetete,vomissements);Iln'avaitpas;Vousnesavezpas;Qu'ilspoursuiventdesetudessuperieures;Jeveuxcontinuerarenforcerlesactivitesdulot;moyen;moyen;bon;moyen;moyen;moyen;mauvais;Lasituationaempire;Amelioree;C'estlamemechose;C'estlamemechose;C'estlamemechose;;Lasituationaempire;Lasituationvaempirer;Ilserenforcera;Ilnechangerapas
S3FindeCuruáUna;Enseignementsuperieurincomplet;Jesuisne(e)ici/j'aigrandiici/jesuisarrive(e)icipendantmonenfance(jusqu'al'agede18ans);Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire/partenaire;Fils,fille";Participer;Non;Non;Participer;Non;Participer;Participer;Jusqu'aunsalaireminimum;Plantation;"Fruits(açaí,buriti,bacaba,piquia,etc.);noix(babaçu,andiroba,patauá,castanha-do-pará,muru-muru,etc.)";Quelquesfoisparan;Jamais;Jamais;Jamais;Jamaisutilise;;Oui;Oui;Chantierdeconstruction;Depuisle;Manioc,Porcs;Porcs;Ventescommunautaires;Non;Plusde1a3salairesminimums;Jusqu'a0,5salaireminimum;"Solfaible/degradation;ravageurs,maladies,insectes;manqued'assistancetechnique;contaminationparlespesticides";;"Difficulteaseconformerauxreglementationssanitaires;manqued'aidealacommercialisation";Aucun;Non;;;Reçud'achat;Non;;Non;;non;;Oui;2015;Non;Grandschamps;Parmanquedeterres;Non;;"Augmentationdelatemperature(pluschaude);Augmentationdesprecipitations";Non;;Oui,jesaisqueçafaitmal;;Elles'estdeveloppeeaucoursdesdixdernieresannees;Emploi;"Pertedeproduction;aggravationdelasantedelafamilleChangementclimatique;dommagesgenerauxal'environnement";Non;;Mauxdeteteconstants;Non;"Poursuivrel'agriculture;etudierauniveauuniversitaire";Jeveuxcontinuerarenforcerlesactivitesdulot;moyen;bon;mauvais;bon;bon;bon;mauvais;C'estlamemechose;Amelioree;Lasituationaempire;Amelioree;Amelioree;C'estlamemechose;C'estlamemechose;Lasituationvaempirer;Ilserenforcera;Ilserenforcera
S1Cipoal;Enseignementprimaireincomplet;Entre15et30ans;"Participeauxactivitesagricolesdelafamille;Vendlesproduitsdelacommunauteal'etranger";Conjoint/partenaire/partenaire;Non;Non;Non;Participer;Non;Non;Non;Vousnesavezpas;"Roça;Sitioouarriere-courproductive;Autresplantationsindividuelles(ananas,pasteques,poivrons,oranges,etc.)";"Bois;fruits(açaí,buriti,bacaba,piquia,etc.);chasse";Pasdereponse;Jamais;Jamais;1ou2foisparan;Utilisation;;Non;;;;;;;;Plusde3salairesminimums;Jusqu'a0,5salaireminimum;"Solfaible/degradation;ravageurs,maladies,insectes;contaminationparlespesticides";;etatdesroutes;Aucun;Non;;;Reçud'achat;Oui,individuel;2017;Non;;non;;Oui;2018;Oui;Riz,haricotsetmaïsal'açaí;Enraisondutravail;Non;;Augmentationdelatemperature(pluschaud);;;Oui,jesaisqueçafaitmal;4ans;Augmentationaucoursdes5dernieresannees;Aucun;Pertedeproduction;Oui;"Lesparasitesenvahissentvoscultures;Malaise(forteodeur,mauxdetete,vomissements)";Cancer;Sansobjet(sivousn'avezpasd'enfant);"Continuerl'agriculture;resterdansunecommunauteruraleavecuneautreactivite";Jeveuxcontinuerarenforcerlesactivitesdulot;mauvais;bon;bon;mauvais;moyen;mauvais;mauvais;C'estlamemechose;Amelioree;C'estlamemechose;Amelioree;C'estlamemechose;C'estlamemechose;C'estlamemechose;Lasituationvaempirer;;
S1Cipoal;Enseignementprimaireincomplet;Plusde30ans;Participeauxactivitesagricolesdelafamille;Conjoint/partenaire/partenaire;Participer;Non;Non;Participer;Non;Non;Non;Personnenetravailleendehorsdulotissement;"Plantation;autresplantationsindividuelles(ananas,pasteque,poivre,orange,etc.)";Autres;;Jamais;Jamais;Jamais;Jamaisutilise;;Non;;;;Pulped'erable;PateapapierTapereba;Ventescommunautaires,ventessurlemarchedelaville;;Entre0,5et1salaireminimum;Jusqu'a0,5salaireminimum;"Deplacementdelasaisondespluies;ravageurs,maladies,insectes;manqued'assistancetechnique;contaminationparlespesticides;autres";;"etatdesroutes;manquedetransportadequat";Aucun;Oui;EMATER;Touslestroismois;Autres;Non;;Oui,jel'aifait;2000;non;;Non;;Oui;;;Non;;"Augmentationdelatemperature(pluschaude);MoinsdepluieDeplacementdelasaisondespluies;Moinsd'humiditedansl'air(moinsdebrouillard)";Oui;autres;Oui,jesaisqueçafaitmal;12ans;Augmentationaucoursdes5dernieresannees;Aucun;"Qualitedel'eau(iguarap?,puits);Santedelafamille";Non;;MauxdeteteconstantsAutres;Non;Autres;Jeveuxcontinuerarenforcerlesactivitesdulot;mauvais;moyen;moyen;mauvais;bon;bon;mauvais;Lasituationaempire;Amelioree;Lasituationaempire;Lasituationaempire;C'estlamemechose;C'estlamemechose;Lasituationaempire;Lasituationvaempirer;;
S1Cipoal;Diplomed'etudessecondaires;Plusde30ans;"Participeauxactivitesagricolesdelafamille;Effectuedestravauxquotidiensdanslazonerurale";Fils,fille;Participer;Non;Non;Participer;Non;Participer;Non;Vousnesavezpas;"Cultures;legumes;autresculturesuniques(ananas,pasteque,poivron,orange,etc.)";"Fruits(açaí,buriti,bacaba,piquia,etc.);noix(babaçu,andiroba,patauá,castanha-do-pará,muru-muru,etc.)";;Jamais;Jamais;Jamais;Utilisation;;Oui;Non;;;;;;;Plusde1a3salairesminimums;Jusqu'a0,5salaireminimum;"Secheresse;ravageurs,maladies,insectes;manquedemain-d'œuvre";;Aucun;Aucun;Non;;;Titularisation;Non;;Non;;non;;Oui;2009;Non;Rizetmaïs;Parchoixdeculturerentable;Oui;Orange;Deplacementdelasaisondespluies;Non;;Oui,jesaisqueçafaitmal;17ans;C'estcommeçadepuis15ans;Routemieuxentretenue;"Pertedeproduction;changementclimatique;dommagesgenerauxal'environnement";Oui;Plusdepollinisation(moinsdefruits);Iln'avaitpas;Sansobjet(sivousn'avezpasd'enfant);Partiralarecherched'unemploienville;Jevaiscontinuer,maissansinvestirtropd'effortsoud'argent.;mauvais;moyen;moyen;moyen;bon;moyen;mauvais;C'estlamemechose;C'estlamemechose;Lasituationaempire;Lasituationaempire;C'estlamemechose;Amelioree;Lasituationaempire;Lasituationvaempirer;;
S1Cipoal;Diplomed'etudessecondaires;Plusde30ans;"Participeauxactivitesagricolesdelafamille;Artisanat;Ventedeproduitscommunautairesal'etranger";"Conjoint/partenaire/partenaire;Fils,fille";Participer;Non;Non;Participer;Non;Non;Participer;Personnenetravailleendehorsdulotissement;Fermeoujardinproductif;Jenecollectionnepas;;Jamais;1ou2foisparan;Jamais;Avant,maisplusmaintenant;Sepreoccuperdesasanteetdecelledesafamille;Oui;Oui;Unearriere-courproductive;4ans;;;;;Plusde1a3salairesminimums;Jusqu'a0,5salaireminimum;"Secheresse;ravageurs,maladies,insectes";;"etatdesroutes;absencedetransportadequat;difficultesarespecterlesreglessanitaires;difficultesarespecterlesreglessanitaires;difficultesarespecterlesreglessanitaires";Aucun;Non;;;Titredefinitif(INCRAouITERPA);Non;;Non;;non;;Non;;Non;;;Non;;Augmentationdelatemperature(pluschaud);Non;;Oui,jesaisqueçafaitmal;Ravageursdupaysage;Augmentationaucoursdes5dernieresannees;Autres;"Changementclimatique;dommagesgenerauxal'environnement";Non;;Iln'avaitpas;Non;"Partiralarecherched'unemploienville;Alleral'universite";Jeveuxcontinuerarenforcerlesactivitesdulot;moyen;moyen;moyen;moyen;bon;mauvais;mauvais;Lasituationaempire;Amelioree;Amelioree;Amelioree;Amelioree;C'estlamemechose;Lasituationaempire;Ilserenforcera;;
S1Cipoal;Enseignementprimaireincomplet;Jesuisne(e)ici/j'aigrandiici/jesuisarrive(e)icipendantmonenfance(jusqu'al'agede18ans);Participeauxactivitesagricolesdelafamille;"Fils,fille;Petit-fils/fille";Participer;Non;Non;Participer;Participer;Non;Non;Plusde1a3salairesminimums;"Roça;Sitioouarriere-courproductive;Autresplantationsindividuelles(ananas,pasteques,poivrons,oranges,etc.)";Noix(babassu,andiroba,patauá,noixduBresil,muru-muru,etc.);Pasdereponse;1ou2foisparan;Jamais;Jamais;Utilisation;;Non;;;;;;;;Plusde1a3salairesminimums;Entre0,5et1salaireminimum;Ravageurs,maladies,insectes;;"Difficulteaseconformeralareglementationsanitaire;Difficulteaseconformeralareglementationsanitaire;Difficulteaseconformeralareglementationsanitaire;Difficulteaseconformeralareglementationsanitaire";Autres;Oui;EMATER;Unefoisparan;Autres;Oui,individuel;2014;Oui,jel'aifait;2019;oui;2018;Oui;2014;Non;;;Oui;Pimentetfruitdelapassion;Augmentationdelatemperature(pluschaud);Non;;Oui,jepensequ'ilaapportedesameliorations;10ans;Augmentationaucoursdes5dernieresannees;Emploi;Aucun;Non;;Iln'avaitpas;Vousnesavezpas;Poursuivrel'activiteagricole;"Jeveuxcontinuerarenforcerlesactivitessurlaparcelle;j'aimeraisdemenagerdansuneautrecommunauterurale";bon;bon;bon;moyen;bon;moyen;moyen;Amelioree;Amelioree;Amelioree;Amelioree;Amelioree;C'estlamemechose;C'estlamemechose;Ilserenforcera;;
S1Cipoal;Enseignementprimaireincomplet;Entre15et30ans;Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire/partenaire;Fils,fille";Participer;Non;Participer;Participer;Non;Non;Participer;Personnenetravailleendehorsdulotissement;"Fermeproductiveouarriere-cour;autresplantationsindividuelles(ananas,pasteques,poivrons,oranges,etc.)";Jenecollectionnepas;;Jamais;Jamais;Jamais;Jamaisutilise;;Non;;;;;;;;Jusqu'a0,5salaireminimum;Rien;"Solfaible/degradation;ravageurs,maladies,insectes";;etatdesroutes;Aucun;Non;;;Reçud'achat;Oui,individuel;2016;Non;;non;;Non;;Oui;;;Oui;Usined'Urucun;"Augmentationdelatemperature(pluschaude);Deplacementdelasaisondespluies";Non;;Oui,jesaisqueçafaitmal;Celafaitdenombreusesannees;C'estcommeçadepuis15ans;Aucun;"Difficultesd'accesalaparcelleetblocagedelaroute;Autres";Non;;Iln'avaitpas;Non;Qu'ilspoursuiventdesetudessuperieures;Jeveuxcontinuerarenforcerlesactivitesdulot;mauvais;moyen;mauvais;moyen;bon;;;C'estlamemechose;C'estlamemechose;C'estlamemechose;C'estlamemechose;C'estlamemechose;C'estlamemechose;C'estlamemechose;Ilnechangerapas;;
M5Bonnechance(farine);Enseignementprimaireincomplet;Entre15et30ans;Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire;Fils,fille;Autrepersonnenonapparentee";Leadership;Non;Non;Participer;Non;Participer;Participer;Jusqu'aunsalaireminimum;"Plantation;fermeproductiveouarriere-cour";"Fruits(açaí,buriti,bacaba,piquia,etc.);noix(babaçu,andiroba,patauá,castanha-do-pará,muru-muru,etc.)";;1ou2foisparan;Jamais;1ou2foisparan;Utilisation;;Oui;Oui;Cumarú;1an;;;;Non;Jusqu'a0,5salaireminimum;Rien;"Solfaible/degradation;ravageurs,maladies,insectes;manqued'assistancetechnique;autres";Difficultedemecanisation;Autres;PronafPlusd'aliments;Non;;;Reçud'achat;Non;;Non;;non;;Oui;2018;Oui;;;Non;;Augmentationdelatemperature(pluschaud);Non;;Non;;;"Routemieuxentretenue;Autre";Aucun;Non;;Iln'avaitpas;Oui;"Partiralarecherched'unemploienville;Alleral'universite";Jeveuxcontinuerarenforcerlesactivitesdulot;bon;bon;mauvais;mauvais;bon;bon;mauvais;Amelioree;Amelioree;Lasituationaempire;Amelioree;Amelioree;C'estlamemechose;Amelioree;Lasituationvaempirer;Lasituationvaempirer;Ilnechangerapas
S1Cipoal;ecolesecondaireincomplete;Entre15et30ans;"Participeauxactivitesagricolesdelafamille;Vendlesproduitsdelacommunauteal'etranger";Fils,fille;Participer;Non;Non;Participer;Participer;Participer;Non;Personnenetravailleendehorsdulotissement;Autresplantationsindividuelles(ananas,pasteque,piment,orange,etc.);Jenecollectionnepas;;Jamais;Jamais;Jamais;Avant,maisplusmaintenant;"Preoccupationpoursasanteetcelledesafamille;Autres";Non;;;;;;;;Plusde3salairesminimums;Plusde1a3salairesminimums;"Solfaible/degradation;Ressourcesfinancieres;Manquedemain-d'œuvre";;Difficulteaseconformerauxreglementationssanitaires;PronafA;Oui;EMATER;Unefoisparan;Titularisation;Non;;Oui,jel'aifait;2009;non;;Non;;Non;Jardinpotagerdemaïsetdemanioc;Manquedeterres;Oui;Pupunha;"Augmentationdelatemperature(pluschaude);decalagedelasaisondespluies;moinsd'humiditedansl'air(moinsdebrouillard)";Non;;Oui,jesaisqueçafaitmal;5ans;Elles'estdeveloppeeaucoursdesdixdernieresannees;Emploi;Aucun;Non;;Iln'avaitpas;Oui;"Poursuivrel'agriculture;etudierauniveauuniversitaire";Jeveuxcontinuerarenforcerlesactivitesdulot;bon;moyen;bon;bon;bon;bon;mauvais;Amelioree;Lasituationaempire;Amelioree;Amelioree;Amelioree;Amelioree;Amelioree;Lasituationvaempirer;;
S1Cipoal;Enseignementprimaireincomplet;Entre15et30ans;Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire/partenaire;Fils,fille";Participer;Non;Non;Participer;Non;Non;Non;Personnenetravailleendehorsdulotissement;Fermeoujardinproductif;Jenecollectionnepas;;1ou2foisparan;1ou2foisparan;Jamais;Utilisation;;Non;;;;;;;;Jusqu'a0,5salaireminimum;Vousnesavezpas;"Secheresse;ravageurs,maladies,insectes;manquedemain-d'œuvre";;Autres;Aucun;Oui;EMATER;Unefoisparan;Titularisation;Oui,individuel;;Non;;non;;Non;;Oui;Plantation;Sonmariestdecedeetellen'apaspucontinueratravaillerseuleavecsesjeunesenfants;Non;;"Augmentationdelatemperature(pluschaude);Deplacementdelasaisondespluies;Autre";Non;;Non;;;Aucun;Autres;Non;;Iln'avaitpas;Vousnesavezpas;Autres;Jeveuxcontinuerarenforcerlesactivitesdulot;mauvais;mauvais;mauvais;moyen;bon;bon;mauvais;Lasituationaempire;C'estlamemechose;Lasituationaempire;Lasituationaempire;Amelioree;Amelioree;Lasituationaempire;Lasituationvaempirer;;
S1Cipoal;Enseignementprimaireincomplet;De5a15ans;Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire;Fils,fille;Petit-enfant/petite-fille";Participer;Participer;Non;Non;Non;Non;Non;Personnenetravailleendehorsdulotissement;"Parcelle;Legumes;ConsortiumouSAF";"Fruits(açaí,buriti,bacaba,piquia,etc.);Fruitsacoque(babaçu,andiroba,patauá,castanha-do-pará,muru-muru,etc.)";;Jamais;Tousles2-3mois;Jamais;Jamaisutilise;;Non;;;;Orange,Fevesdecacao;Orange;Ventelorsd'unefoiremunicipale;Non;Entre0,5et1salaireminimum;Jusqu'a0,5salaireminimum;"Periodedesecheresse;Temperature;Difficulted'accesauxsemencescreoles(agriculteurslocaux);Ressourcesfinancieres";;"Manquedetransportadequat;difficultesaseconformerauxreglementationssanitaires;manqued'assistanceaumarche";PronafB;Non;;;Titredefinitif(INCRAouITERPA);Non;;Non;;non;;Oui;2007;Non;Jardin;Enraisondel'eau;Oui;Banane,macacheira.;"Augmentationdelatemperature(pluschaude);Deplacementdelasaisondespluies;Augmentationdesprecipitations";Non;;Oui,jesaisqueçafaitmal;14ans;Augmentationaucoursdes5dernieresannees;Emploi;Aucun;Non;;Iln'avaitpas;Oui;"Poursuivrel'agriculture;etudierauniveauuniversitaire";Jeveuxcontinuerarenforcerlesactivitesdulot;moyen;bon;moyen;bon;bon;moyen;mauvais;Amelioree;Amelioree;Amelioree;Amelioree;C'estlamemechose;C'estlamemechose;Lasituationaempire;Ilserenforcera;Ilserenforcera;Ilserenforcera
S1Cipoal;Terminerl'enseignementprimaire;De5a15ans;"Participeauxactivitesagricolesdelafamille;Artisanat";"Conjoint/partenaire/partenaire;Fils,fille";Participer;Non;Non;Participer;Non;Participer;Non;Personnenetravailleendehorsdulotissement;Fermeoujardinproductif;Fruits(açaí,buriti,bacaba,piquia,etc.);;Tousles2-3mois;Jamais;;Jamaisutilise;;Non;;;;Orange;Orange;Ventelorsd'unefoiremunicipale;Non;Vousnesavezpas;Vousnesavezpas;"Periodedesecheresse;Temperature;Contaminationparlespesticides";;Aucun;Aucun;Non;;;Reçud'achat;Non;;Non;;non;;Non;;Non;;;Non;;"Augmentationdelatemperature(pluschaude);Moinsd'humiditedansl'air(moinsdebrouillard)";Non;;Oui,jesaisqueçafaitmal;11ans;C'estcommeçadepuis15ans;Ilnepeutpasdire;"Pertedeproduction;deteriorationdelaqualitedel'eau(iguarap?,puits);changementclimatique;dommagesgenerauxal'environnement.";Oui;"Secheressedescultures;Ravageursenvahissantvoscultures";Iln'avaitpas;Vousnesavezpas;;Jeveuxcontinuerarenforcerlesactivitesdulot;moyen;mauvais;mauvais;mauvais;bon;bon;bon;C'estlamemechose;C'estlamemechose;C'estlamemechose;C'estlamemechose;C'estlamemechose;C'estlamemechose;C'estlamemechose;Lasituationvaempirer;Lasituationvaempirer;Lasituationvaempirer
S4Ituqui;Enseignementprimaireincomplet;Entre15et30ans;Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire/partenaire;Fils,fille";Participer;Non;Non;Participer;Non;Participer;Non;Vousnesavezpas;"Plantation;fermeproductiveouarriere-cour";"Fruits(açaí,buriti,bacaba,piquia,etc.);noix(babaçu,andiroba,patauá,castanha-do-pará,muru-muru,etc.)";Quelquesfoisparan;1ou2foisparan;Jamais;Jamais;Avant,maisplusmaintenant;Autres;Non;;;;Farine,amidondetapioca;Farine;Ventescommunautaires,Ventesdirectesauxconsommateurs;Non;Vousnesavezpas;Vousnesavezpas;Aucun;;Aucun;Aucun;Non;;;Titularisation;Oui,individuel;Vousnesavezpas;Non;;non;;Non;;Oui;Riz.;Nuisibles.;Non;;"Augmentationdelatemperature(pluschaude);Moinsdepluie;Moinsd'humiditedansl'air(moinsdebrouillard)";Non;;Oui,jesaisqueçafaitmal;Ilneconnaîtpasl'annee.;C'estcommeçadepuis15ans;Aucun;"Aggravationdelasantedelafamille;changementclimatique;dommagesgenerauxcausesal'environnement";Non;;Iln'avaitpas;Non;;Jeveuxcontinuerarenforcerlesactivitesdulot;moyen;bon;bon;mauvais;bon;bon;mauvais;C'estlamemechose;Amelioree;Amelioree;Lasituationaempire;C'estlamemechose;C'estlamemechose;Lasituationaempire;Lasituationvaempirer;Ilnechangerapas;Vousnesavezpas
S1Cipoal;ecolesecondaireincomplete;De5a15ans;"Participeauxactivitesagricolesdelafamille;Autre";"Conjoint/partenaire/partenaire;Fils,fille";Participer;Non;Non;Non;Non;Participer;Participer;Jusqu'aunsalaireminimum;Fermeoujardinproductif;Jenecollectionnepas;;Jamais;Jamais;Jamais;Jamaisutilise;;Non;;;;;;;;Rien;Rien;Excesd'eau/inondation;;;Aucun;Non;;;Transfere;Non;;Non;;non;;Non;;Non;;;Non;;"Augmentationdelatemperature(pluschaude);Augmentationdesprecipitations";Non;;Ilnepeutpasdire;;;Emploi;Aucun;Non;;Iln'avaitpas;Oui;Qu'ilspoursuiventdesetudessuperieures;Jevaiscontinuer,maissansinvestirtropd'effortsoud'argent.;bon;bon;bon;mauvais;bon;mauvais;mauvais;Amelioree;Amelioree;C'estlamemechose;Amelioree;Amelioree;C'estlamemechose;C'estlamemechose;Ilnechangerapas;Ilserenforcera;Ilserenforcera
S1Cipoal;ecolesecondaireincomplete;Moinsde5ans;Participeauxactivitesagricolesdelafamille;Conjoint/partenaire/partenaire;Participer;Non;Non;Non;Non;Non;Non;Plusde3a5salairesminimums;"Plantation;Paturage;Fermeoucourdeproduction";Jenecollectionnepas;;Jamais;Jamais;Jamais;Jamaisutilise;;Non;;;;Volailles,ovins,porcins;Porcs;Ventesdirectesauxconsommateurs;Non;Plusde3salairesminimums;Rien;Periodedesecheresse;;Aucun;Aucun;Non;;;Reçud'achat;Non;;Oui,jel'aifait;2016;oui;2013;Non;;Non;;;Oui;Creerdesmoutons;Augmentationdelatemperature(pluschaud);Oui;Igarape;Oui,jesaisqueçafaitmal;2ans;Elles'estdeveloppeeaucoursdesdixdernieresannees;Aucun;"Pertedeproduction;difficultesd'accesalaparcelleetblocagedesroutes;changementclimatique;dommagesgenerauxal'environnement.";Non;;Iln'avaitpas;Oui;Autres;Jeveuxcontinuerarenforcerlesactivitesdulot;mauvais;bon;moyen;bon;bon;bon;bon;C'estlamemechose;C'estlamemechose;C'estlamemechose;C'estlamemechose;C'estlamemechose;C'estlamemechose;C'estlamemechose;Lasituationvaempirer;Ilnechangerapas;Ilserenforcera
S1Cipoal;Enseignementprimaireincomplet;De5a15ans;Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire/partenaire;Fils,fille";Participer;Non;Non;Participer;Non;Non;Non;Vousnesavezpas;Fermeoujardinproductif;Jenecollectionnepas;;Tousles2-3mois;Jamais;Jamais;Utilisation;;Non;;;;;;;Non;Plusde1a3salairesminimums;Vousnesavezpas;"Periodedesecheresse;Temperature;Ravageurs,maladies,insectes";;Aucun;Aucun;Non;;;Titredefinitif(INCRAouITERPA);Non;;Oui,jel'aifait;2010;non;;Non;;Non;;;Non;;"Augmentationdelatemperature(pluschaude);Augmentationdesprecipitations";Non;;Ilnepeutpasdire;;;Routemieuxentretenue;"Pertedeproduction;dommagesgenerauxal'environnement";Non;;Iln'avaitpas;Vousnesavezpas;Partiralarecherched'unemploienville;Jeveuxcontinuerarenforcerlesactivitesdulot;moyen;bon;bon;moyen;bon;bon;moyen;Amelioree;Amelioree;Amelioree;Amelioree;C'estlamemechose;C'estlamemechose;C'estlamemechose;Ilnechangerapas;Ilserenforcera;Lasituationvaempirer
S1Cipoal;Terminerl'enseignementprimaire;Jesuisne(e)ici/j'aigrandiici/jesuisarrive(e)icipendantmonenfance(jusqu'al'agede18ans);Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire/partenaire;Fils,fille";Participer;Non;Non;Non;Participer;Non;Non;Vousnesavezpas;"Plantation;fermeproductiveouarriere-cour";Fruits(açaí,buriti,bacaba,piquia,etc.);;Jamais;Tousles2-3mois;Jamais;Jamaisutilise;;Non;;;;Acerola,Orange,Papaye;Maman;Ventelorsd'unefoiremunicipale;Non;Entre0,5et1salaireminimum;Jusqu'a0,5salaireminimum;Periodedesecheresse;;"Manquedetransportadequat;Difficultearespecterlesreglessanitaires;Difficulteanegocieraveclesintermediaires;Difficultearespecterlesreglessanitaires";Aucun;Oui;"EMATER;Universite";Touslestroismois;Reçud'achat;Oui,individuel;2017;Non;;non;;Oui;2010;Oui;Riz,manioc.;Lemanquedetemps.;Non;;"Augmentationdelatemperature(pluschaude);Moinsd'humiditedansl'air(moinsdebrouillard)";Oui;Igarape;Oui,jesaisqueçafaitmal;19ans;C'estcommeçadepuis15ans;Aucun;"Pertedeproduction;Difficulted'accesalaparcelleetblocagedelaroute;Qualitedel'eau(iguarap?,puits);SantedelafamilleChangementclimatique;Degradationgeneraledel'environnement.";Oui;Lesravageursquienvahissentvoscultures;Jenesaispas;Oui;Poursuivrel'activiteagricole;Jeveuxcontinuerarenforcerlesactivitesdulot;mauvais;moyen;moyen;mauvais;bon;bon;mauvais;Lasituationaempire;C'estlamemechose;Amelioree;Lasituationaempire;C'estlamemechose;C'estlamemechose;C'estlamemechose;Lasituationvaempirer;Lasituationvaempirer;Lasituationvaempirer
