Latitude,Longitude,Q_2.2_municipe,Q_2.2.1_zone,Q_3.1.3_genre,Q_3.1.4_Scolarite,Q_3.3.2_temps_communautes,Q_3.4.2_activites_professionnelles,Q_4.1.2.1_qui_habite,Q_4.4.1_participer_eglise,Q_4.4.1_participer_au_groupe_jeunes,Q_4.4.1_participe_groupe_femmes,Q_4.4.1_participer_syndicat,Q_4.4.1_participer_a_la_cooperation,Q_4.4.1_participer_a_la_communaute_associative,Q_4.4.1_participer_au_football_de_club,Q_4.5.1_revenu_travail_exterieur,Q_5.1.2_type_culture,Q_5.3.2_cueillette_produits_forestiers,Q_5.3.2_Produits forestiers a base de bois,Q_5.3.2_Produits a base de fibres forestieres,Q_5.3.2_Produits_forestiers_huiles_resines,Q_5.3.2_Produits_fruits_forestiers,Q_5.3.2_Produits_forestiers_chataignes,Q_5.3.2_Produits_forestiers,Q_5.3.2_Produits_forestiers_peche,Q_5.3.2_Produits_forestiers_autres,Q_5.3.2_Pas_de_collecte_de_produits_forestiers,Q_5.3.2.1_autres_collections_forestieres_quelles,Q_6.1.2_emploi_main_d'oeuvre,Q_6.1.3_salaires,Q_6.1.4.2_Insecticides_chimiques,Q_6.1.4.2_defensifs_naturels,Q_6.1.4.3_herbicide,Q_6.2.1_Produits_chimiques,Q_6.2.1.2_pourquoi_n'utiliser_plus_de_produits_chimiques,Q_6.2.1.2.1_autres_raisons_d'utiliser_des_produits_chimiques_nuisibles,Q_6.3.1_entendu_parler_agroecologie,Q_6_3₁_3_Pratique_de_l_agroecologie,Q_6.3.1.3.1_quelle_culture_agroecologie,Q_6.3.1.3.2_depuis_quand_pratique_agroecologie,Q_7.1.1.2_Produits_commerciaux,Q_7.1.1.2_produit principal,Q_7.1.1.2.3_forme_commercialisation,Q_7.1.1.3_certification,Q_7.2.1_revenu_agricole_bon_mois,Q_7.2.2_revenu_agricole_mois_difficile,Q_7.4.1_Principales_difficultes_de_production,Q_7.4.1.1_autres_difficultes_de_production,Q_7.4.2_principales_difficultes_de_la_commercialisation,Q_7.4.2.1_Autres_difficultes_de_commercialisation,Q_7.5.1.2_credit,Q_7.6.1_Technique_d'assistance_a_la_visite,Q_7.6.2_D'où viennent les techniciens ?,Q_7.6.2.1_Autres techniciens qui,Q_7.6.3_frequence_visites,Q_8.1.2_titre du bien,Q_8.1.4_enregistrement_environnemental_CAR,Q_8.1.5_annee_CAR,Q_8.4.1_nouvelles_terres,Q_8.4.1.4_prix,Q_8.5.1_evenement de terrain,Q_8.5.2_refu_proposition_achat_refuse,Q_8.5.2.1_annee_proposition_achat,Q_8.5.3_campagne_ne_vend_pas_ta_terre,Q_9.1.1.2_abandon de la culture,Q_9.1.1.3_pourquoi_abandonner,Q_9.2.1_nouvelles_activites,Q_9.2.1.2_quelles_nouvelles_activites,Q_9.3.1_Changement_du_climat,Q_9.3.1.1_Autres_changements_qui,Q_9.3.1.4_assechement_source,Q_9.3.1.5_Sources d'eau de sechage,Q_9.3.1.6_quand_assechement,Q_9.4.1_Changes_apres_soja,Q_9.4.1.2_quand_changements,Q_9.4.1.3_quand_changements_lies_soja,Q_9.4.1.4_changements_positifs_soja,Q_9.4.1.4.1_autres_ameliorations_quoi,Q_9.4.1.5_changements_negatifs_soja,Q_9.4.1.5.1_Autres_pertes_de_soja_apportees_qui,Q_9.4.2_atteint_pour_la_pulverisation_des_pesticides,Q_9.4.2.3_commentaire_pesticides_impactant,Q_9.4.2.4_problemes_sante_lies_pulverisations,Q_9.4.2.4.1_autres_problemes_de_sante_pulverisations_qual,Q_9.5.1_enfants_veulent_continuer_leur_activite_agricole,Q_9.5.1.2_quel_futur_veulent_pour_les_enfants,Q_9.5.2_quel_futur_5_ans,Q_9.6.1_situation_communautaire_sante,Q_9.6.1_situation_communaute_education,Q_9.6.1_situation_communaute_production_agricole,Q_9.6.1_situation_communaute_route_transport,Q_9.6.1_situation_communaute_liens_sociaux,Q_9.6.1_situation_communaute_relations_autres_acteurs_dont_soja,Q_9.6.1_situation_communaute_pouvoirs_publics,Q_9.6.2_changements_15ans_sante,Q_9.6.2_changements_15ans_education,Q_9.6.2_changements_15ans_production_agricole,Q_9.6.2_changements_15ans_transport_route,Q_9.6.2_changements_15ans_liens_sociaux,Q_9.6.2_changements_15ans_acteurs_exterieurs,Q_9.6.2_changements_15ans_pouvoirs_publics,Q_9.6.3_situation_agricole_familiale,Q_9.6.3_situation_communaute_si_continue,Q_9.6.3_situation_soja_si_continue,Q_10_age,Q_11_Dist_soja,@2.1GPS point d'interview location_altitude,,,,,,,,,,,,,,,,,
-2.76980129,-54.46501223,Santarem,S3 Fin de Curuá Una,Femme,Terminer l'enseignement primaire,Je suis ne(e) ici/j'ai grandi ici/je suis arrive(e) ici pendant mon enfance (jusqu'a l'age de 18 ans),Participe aux activites agricoles de la famille,"Conjoint/partenaire/partenaire ; Fils, fille",Non,Non,Non,Non,Non,Participer,Non,Personne ne travaille en dehors du lotissement,Plantation , ferme productive ou arriere-cour,Je ne collectionne pas,0,0,0,0,0,0,0,0,1, ,Quelques fois par mois, ,1 ou 2 fois par an,Jamais,Jamais,Jamais utilise, , ,Non, , , ,Manioc,Madioca,Autres,Non,"Jusqu'a 0,5 salaire minimum","Jusqu'a 0,5 salaire minimum",Deplacement pendant la saison des pluies , difficultes d'acces aux intrants naturels , manque d'assistance technique, ,Difficulte a se conformer aux reglementations sanitaires, ,Aucun,Non, , , ,Reçu d'achat,Non, ,Non, ,non,Non, ,Non,Rizieres,Terre faible,Non, ,Augmentation de la temperature (plus chaud), ,Non, , ,"Oui, je sais que ça fait mal", ,Elle s'est developpee au cours des dix dernieres annees,Aucun, ,Changement climatique, ,Oui,"Malaise (odeur forte, maux de tete, vomissements)",Il n'avait pas, ,Vous ne savez pas,Qu'ils poursuivent des etudes superieures,Je veux continuer a renforcer les activites du lot,moyen,moyen,bon,moyen,moyen,moyen,mauvais,La situation a empire,Amelioree,C'est la meme chose,C'est la meme chose,C'est la meme chose, ,La situation a empire,La situation va empirer,Il se renforcera,Il ne changera pas,34,"53,3739",131,,,,,,,,,,,,,,
-2.7695986,-54.46677982,Santarem,S3 Fin de Curuá Una,Femme,Enseignement superieur incomplet,Je suis ne(e) ici/j'ai grandi ici/je suis arrive(e) ici pendant mon enfance (jusqu'a l'age de 18 ans),Participe aux activites agricoles de la famille,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Non,Non,Participer,Non,Participer,Participer,Jusqu'a un salaire minimum,Plantation,"Fruits (açaí, buriti, bacaba, piquia, etc.) ; noix (babaçu, andiroba, patauá, castanha-do-pará, muru-muru, etc.)",0,0,0,1,1,0,0,0,0, ,Quelques fois par an, ,Jamais,Jamais,Jamais,Jamais utilise, , ,Oui,Oui,Chantier de construction,Depuis le,"Manioc,Porcs",Porcs,Ventes communautaires,Non,Plus de 1 a 3 salaires minimums,"Jusqu'a 0,5 salaire minimum","Sol faible/degradation ; ravageurs, maladies, insectes ; manque d'assistance technique ; contamination par les pesticides", ,Difficulte a se conformer aux reglementations sanitaires , manque d'aide a la commercialisation, ,Aucun,Non, , , ,Reçu d'achat,Non, ,Non, ,non,Oui,2015,Non,Grands champs,Par manque de terres,Non, ,Augmentation de la temperature (plus chaude) , Augmentation des precipitations, ,Non, , ,"Oui, je sais que ça fait mal", ,Elle s'est developpee au cours des dix dernieres annees,Emploi, ,Perte de production , aggravation de la sante de la famille Changement climatique , dommages generaux a l'environnement, ,Non, ,Maux de tete constants, ,Non,Poursuivre l'agriculture , etudier au niveau universitaire,Je veux continuer a renforcer les activites du lot,moyen,bon,mauvais,bon,bon,bon,mauvais,C'est la meme chose,Amelioree,La situation a empire,Amelioree,Amelioree,C'est la meme chose,C'est la meme chose,La situation va empirer,Il se renforcera,Il se renforcera,39,"157,96675",129,,,,,,,,,,,,
-2.58462757,-54.75938855,Santarem,S1 Cipoal,Femme,Enseignement primaire incomplet,Entre 15 et 30 ans,Participe aux activites agricoles de la famille , Vend les produits de la communaute a l'etranger,Conjoint/partenaire/partenaire,Non,Non,Non,Participer,Non,Non,Non,Vous ne savez pas,"Roça ; Sitio ou arriere-cour productive ; Autres plantations individuelles (ananas, pasteques, poivrons, oranges, etc.)","Bois ; fruits (açaí, buriti, bacaba, piquia, etc.) ; chasse",1,0,0,1,0,1,0,0,0, ,Pas de reponse, ,Jamais,Jamais,1 ou 2 fois par an,Utilisation, , ,Non, , , , , , , ,Plus de 3 salaires minimums,"Jusqu'a 0,5 salaire minimum","Sol faible/degradation ; ravageurs, maladies, insectes ; contamination par les pesticides", ,etat des routes, ,Aucun,Non, , , ,Reçu d'achat,"Oui, individuel",2017,Non, ,non,Oui,2018,Oui,"Riz, haricots et maïs a l'açaí",En raison du travail,Non, ,Augmentation de la temperature (plus chaud), , , , ,"Oui, je sais que ça fait mal",4 ans,Augmentation au cours des 5 dernieres annees,Aucun, ,Perte de production, ,Oui,"Les parasites envahissent vos cultures ; Malaise (forte odeur, maux de tete, vomissements)",Cancer, ,Sans objet (si vous n'avez pas d'enfant),Continuer l'agriculture , rester dans une communaute rurale avec une autre activite,Je veux continuer a renforcer les activites du lot,mauvais,bon,bon,mauvais,moyen,mauvais,mauvais,C'est la meme chose,Amelioree,C'est la meme chose,Amelioree,C'est la meme chose,C'est la meme chose,C'est la meme chose,La situation va empirer, , ,48, ,105,,,,,,,,,,,,,,,
-2.58295272,-54.77215158,Santarem,S1 Cipoal,Femme,Enseignement primaire incomplet,Plus de 30 ans,Participe aux activites agricoles de la famille,Conjoint/partenaire/partenaire,Participer,Non,Non,Participer,Non,Non,Non,Personne ne travaille en dehors du lotissement,"Plantation ; autres plantations individuelles (ananas, pasteque, poivre, orange, etc.)",Autres,0,0,0,0,0,0,0,1,0,Piquiá, , ,Jamais,Jamais,Jamais,Jamais utilise, , ,Non, , , ,Pulpe d'erable,Pate a papier Tapereba,"Ventes communautaires, ventes sur le marche de la ville", ,"Entre 0,5 et 1 salaire minimum","Jusqu'a 0,5 salaire minimum","Deplacement de la saison des pluies ; ravageurs, maladies, insectes ; manque d'assistance technique ; contamination par les pesticides ; autres", ,etat des routes , manque de transport adequat, ,Aucun,Oui,EMATER, ,Tous les trois mois,Autres,Non, ,"Oui, je l'ai fait",5 mille,non,Non, ,Oui, , ,Non, ,Augmentation de la temperature (plus chaude) , Moins de pluie Deplacement de la saison des pluies , Moins d'humidite dans l'air (moins de brouillard), ,Oui,autres,3 ans,"Oui, je sais que ça fait mal",12 ans,Augmentation au cours des 5 dernieres annees,Aucun, ,"Qualite de l'eau (iguarapę, puits) ; Sante de la famille",Allergie,Non, ,Maux de tete constants Autres, ,Non,Autres,Je veux continuer a renforcer les activites du lot,mauvais,moyen,moyen,mauvais,bon,bon,mauvais,La situation a empire,Amelioree,La situation a empire,La situation a empire,C'est la meme chose,C'est la meme chose,La situation a empire,La situation va empirer, , ,62,"679,36952",79,,,,,,,,,,,,,,
-2.60296807,-54.76756142,Santarem,S1 Cipoal,Homme,Diplome d'etudes secondaires,Plus de 30 ans,Participe aux activites agricoles de la famille , Effectue des travaux quotidiens dans la zone rurale,"Fils, fille",Participer,Non,Non,Participer,Non,Participer,Non,Vous ne savez pas,"Cultures ; legumes ; autres cultures uniques (ananas, pasteque, poivron, orange, etc.)","Fruits (açaí, buriti, bacaba, piquia, etc.) ; noix (babaçu, andiroba, patauá, castanha-do-pará, muru-muru, etc.)",0,0,0,1,1,0,0,0,0, , , ,Jamais,Jamais,Jamais,Utilisation, , ,Oui,Non, , , , , , ,Plus de 1 a 3 salaires minimums,"Jusqu'a 0,5 salaire minimum","Secheresse ; ravageurs, maladies, insectes ; manque de main-d'œuvre", ,Aucun, ,Aucun,Non, , , ,Titularisation,Non, ,Non, ,non,Oui,2009,Non,Riz et maïs,Par choix de culture rentable,Oui,Orange,Deplacement de la saison des pluies, ,Non, , ,"Oui, je sais que ça fait mal",17 ans,C'est comme ça depuis 15 ans,Route mieux entretenue, ,Perte de production , changement climatique , dommages generaux a l'environnement, ,Oui,Plus de pollinisation (moins de fruits),Il n'avait pas, ,Sans objet (si vous n'avez pas d'enfant),Partir a la recherche d'un emploi en ville,"Je vais continuer, mais sans investir trop d'efforts ou d'argent.",mauvais,moyen,moyen,moyen,bon,moyen,mauvais,C'est la meme chose,C'est la meme chose,La situation a empire,La situation a empire,C'est la meme chose,Amelioree,La situation a empire,La situation va empirer, , ,40, ,123,,,,,,,,,,,,,,
-2.54573379,-54.72765796,Santarem,S1 Cipoal,Femme,Diplome d'etudes secondaires,Plus de 30 ans,Participe aux activites agricoles de la famille , Artisanat , Vente de produits communautaires a l'etranger,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Non,Non,Participer,Non,Non,Participer,Personne ne travaille en dehors du lotissement,Ferme ou jardin productif,Je ne collectionne pas,0,0,0,0,0,0,0,0,1, , , ,Jamais,1 ou 2 fois par an,Jamais,"Avant, mais plus maintenant",Se preoccuper de sa sante et de celle de sa famille, ,Oui,Oui,Une arriere-cour productive,4 ans, , , , ,Plus de 1 a 3 salaires minimums,"Jusqu'a 0,5 salaire minimum","Secheresse ; ravageurs, maladies, insectes", ,etat des routes , absence de transport adequat , difficultes a respecter les regles sanitaires , difficultes a respecter les regles sanitaires , difficultes a respecter les regles sanitaires, ,Aucun,Non, , , ,Titre definitif (INCRA ou ITERPA),Non, ,Non, ,non,Non, ,Non, , ,Non, ,Augmentation de la temperature (plus chaud), ,Non, , ,"Oui, je sais que ça fait mal",Ravageurs du paysage,Augmentation au cours des 5 dernieres annees,Autres,"Seulement au debut, puis il n'a rien genere d'autre",Changement climatique , dommages generaux a l'environnement, ,Non, ,Il n'avait pas, ,Non,Partir a la recherche d'un emploi en ville , Aller a l'universite,Je veux continuer a renforcer les activites du lot,moyen,moyen,moyen,moyen,bon,mauvais,mauvais,La situation a empire,Amelioree,Amelioree,Amelioree,Amelioree,C'est la meme chose,La situation a empire,Il se renforcera, , ,46, ,112,,,,,,,,,
-2.54576949,-54.73061976,Santarem,S1 Cipoal,Femme,Enseignement primaire incomplet,Je suis ne(e) ici/j'ai grandi ici/je suis arrive(e) ici pendant mon enfance (jusqu'a l'age de 18 ans),Participe aux activites agricoles de la famille,"Fils, fille ; Petit-fils/fille",Participer,Non,Non,Participer,Participer,Non,Non,Plus de 1 a 3 salaires minimums,"Roça ; Sitio ou arriere-cour productive ; Autres plantations individuelles (ananas, pasteques, poivrons, oranges, etc.)","Noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",0,0,0,0,1,0,0,0,0, ,Pas de reponse, ,1 ou 2 fois par an,Jamais,Jamais,Utilisation, , ,Non, , , , , , , ,Plus de 1 a 3 salaires minimums,"Entre 0,5 et 1 salaire minimum","Ravageurs, maladies, insectes", ,Difficulte a se conformer a la reglementation sanitaire , Difficulte a se conformer a la reglementation sanitaire , Difficulte a se conformer a la reglementation sanitaire , Difficulte a se conformer a la reglementation sanitaire, ,Autres,Oui,EMATER, ,Une fois par an,Autres,"Oui, individuel",2014,"Oui, je l'ai fait",280 mille,oui,Oui,2014,Non, , ,Oui,Piment et fruit de la passion,Augmentation de la temperature (plus chaud), ,Non, , ,"Oui, je pense qu'il a apporte des ameliorations",10 ans,Augmentation au cours des 5 dernieres annees,Emploi, ,Aucun, ,Non, ,Il n'avait pas, ,Vous ne savez pas,Poursuivre l'activite agricole,Je veux continuer a renforcer les activites sur la parcelle , j'aimerais demenager dans une autre communaute rurale,bon,bon,bon,moyen,bon,moyen,moyen,Amelioree,Amelioree,Amelioree,Amelioree,Amelioree,C'est la meme chose,C'est la meme chose,Il se renforcera, , ,23, ,116,,,,,,,,,,,,,
-2.53283504,-54.72917111,Santarem,S1 Cipoal,Homme,Enseignement primaire incomplet,Entre 15 et 30 ans,Participe aux activites agricoles de la famille,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Non,Participer,Participer,Non,Non,Participer,Personne ne travaille en dehors du lotissement,"Ferme productive ou arriere-cour ; autres plantations individuelles (ananas, pasteques, poivrons, oranges, etc.)",Je ne collectionne pas,0,0,0,0,0,0,0,0,1, , , ,Jamais,Jamais,Jamais,Jamais utilise, , ,Non, , , , , , , ,"Jusqu'a 0,5 salaire minimum",Rien,"Sol faible/degradation ; ravageurs, maladies, insectes", ,etat des routes, ,Aucun,Non, , , ,Reçu d'achat,"Oui, individuel",2016,Non, ,non,Non, ,Oui, , ,Oui,Usine d'Urucun,Augmentation de la temperature (plus chaude) , Deplacement de la saison des pluies, ,Non, , ,"Oui, je sais que ça fait mal",Cela fait de nombreuses annees,C'est comme ça depuis 15 ans,Aucun, ,Difficultes d'acces a la parcelle et blocage de la route , Autres,Augmentation des nids-de-poule,Non, ,Il n'avait pas, ,Non,Qu'ils poursuivent des etudes superieures,Je veux continuer a renforcer les activites du lot,mauvais,moyen,mauvais,moyen,bon, , ,C'est la meme chose,C'est la meme chose,C'est la meme chose,C'est la meme chose,C'est la meme chose,C'est la meme chose,C'est la meme chose,Il ne changera pas, , ,53, ,124,,,,,,,,,,,,,,,
 , ,Mojuí dos Campos,M5 Bonne chance (farine),Homme,Enseignement primaire incomplet,Entre 15 et 30 ans,Participe aux activites agricoles de la famille,"Conjoint/partenaire ; Fils, fille ; Autre personne non apparentee",Leadership,Non,Non,Participer,Non,Participer,Participer,Jusqu'a un salaire minimum,Plantation , ferme productive ou arriere-cour,"Fruits (açaí, buriti, bacaba, piquia, etc.) ; noix (babaçu, andiroba, patauá, castanha-do-pará, muru-muru, etc.)",0,0,0,1,1,0,0,0,0, , , ,1 ou 2 fois par an,Jamais,1 ou 2 fois par an,Utilisation, , ,Oui,Oui,Cumarú,1 an, , , ,Non,"Jusqu'a 0,5 salaire minimum",Rien,"Sol faible/degradation ; ravageurs, maladies, insectes ; manque d'assistance technique ; autres",Difficulte de mecanisation,Autres, ,Pronaf Plus d'aliments,Non, , , ,Reçu d'achat,Non, ,Non, ,non,Oui,2018,Oui, , ,Non, ,Augmentation de la temperature (plus chaud), ,Non, , ,Non, , ,Route mieux entretenue , Autre,Aide a la mecanisation des terres,Aucun, ,Non, ,Il n'avait pas, ,Oui,Partir a la recherche d'un emploi en ville , Aller a l'universite,Je veux continuer a renforcer les activites du lot,bon,bon,mauvais,mauvais,bon,bon,mauvais,Amelioree,Amelioree,La situation a empire,Amelioree,Amelioree,C'est la meme chose,Amelioree,La situation va empirer,La situation va empirer,Il ne changera pas,56, , ,,,,,,,,,,,,,,
-2.5374457,-54.7312091,Santarem,S1 Cipoal,Homme,ecole secondaire incomplete,Entre 15 et 30 ans,Participe aux activites agricoles de la famille , Vend les produits de la communaute a l'etranger,"Fils, fille",Participer,Non,Non,Participer,Participer,Participer,Non,Personne ne travaille en dehors du lotissement,"Autres plantations individuelles (ananas, pasteque, piment, orange, etc.)",Je ne collectionne pas,0,0,0,0,0,0,0,0,1, , , ,Jamais,Jamais,Jamais,"Avant, mais plus maintenant",Preoccupation pour sa sante et celle de sa famille , Autres, ,Non, , , , , , , ,Plus de 3 salaires minimums,Plus de 1 a 3 salaires minimums,Sol faible/degradation , Ressources financieres , Manque de main-d'œuvre, ,Difficulte a se conformer aux reglementations sanitaires, ,Pronaf A,Oui,EMATER, ,Une fois par an,Titularisation,Non, ,"Oui, je l'ai fait",30000,non,Non, ,Non,Jardin potager de maïs et de manioc,Manque de terres,Oui,Pupunha,Augmentation de la temperature (plus chaude) , decalage de la saison des pluies , moins d'humidite dans l'air (moins de brouillard), ,Non, , ,"Oui, je sais que ça fait mal",5 ans,Elle s'est developpee au cours des dix dernieres annees,Emploi, ,Aucun, ,Non, ,Il n'avait pas, ,Oui,Poursuivre l'agriculture , etudier au niveau universitaire,Je veux continuer a renforcer les activites du lot,bon,moyen,bon,bon,bon,bon,mauvais,Amelioree,La situation a empire,Amelioree,Amelioree,Amelioree,Amelioree,Amelioree,La situation va empirer, , ,34, ,123,,,,,,,,,,
-2.53827501,-54.73119906,Santarem,S1 Cipoal,Femme,Enseignement primaire incomplet,Entre 15 et 30 ans,Participe aux activites agricoles de la famille,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Non,Non,Participer,Non,Non,Non,Personne ne travaille en dehors du lotissement,Ferme ou jardin productif,Je ne collectionne pas,0,0,0,0,0,0,0,0,1, , , ,1 ou 2 fois par an,1 ou 2 fois par an,Jamais,Utilisation, , ,Non, , , , , , , ,"Jusqu'a 0,5 salaire minimum",Vous ne savez pas,"Secheresse ; ravageurs, maladies, insectes ; manque de main-d'œuvre", ,Autres, ,Aucun,Oui,EMATER, ,Une fois par an,Titularisation,"Oui, individuel", ,Non, ,non,Non, ,Oui,Plantation,Son mari est decede et elle n'a pas pu continuer a travailler seule avec ses jeunes enfants,Non, ,Augmentation de la temperature (plus chaude) , Deplacement de la saison des pluies , Autre, ,Non, , ,Non, , ,Aucun, ,Autres, ,Non, ,Il n'avait pas, ,Vous ne savez pas,Autres,Je veux continuer a renforcer les activites du lot,mauvais,mauvais,mauvais,moyen,bon,bon,mauvais,La situation a empire,C'est la meme chose,La situation a empire,La situation a empire,Amelioree,Amelioree,La situation a empire,La situation va empirer, , ,42, ,120,,,,,,,,,,,,,,,
-2.53477402,-54.74753126,Santarem,S1 Cipoal,Homme,Enseignement primaire incomplet,De 5 a 15 ans,Participe aux activites agricoles de la famille,"Conjoint/partenaire ; Fils, fille ; Petit-enfant/petite-fille",Participer,Participer,Non,Non,Non,Non,Non,Personne ne travaille en dehors du lotissement,Parcelle , Legumes , Consortium ou SAF,"Fruits (açaí, buriti, bacaba, piquia, etc.) ; Fruits a coque (babaçu, andiroba, patauá, castanha-do-pará, muru-muru, etc.)",0,0,0,1,1,1,0,0,0, , , ,Jamais,Tous les 2-3 mois,Jamais,Jamais utilise, , ,Non, , , ,"Orange,Feves de cacao",Orange,Vente lors d'une foire municipale,Non,"Entre 0,5 et 1 salaire minimum","Jusqu'a 0,5 salaire minimum",Periode de secheresse , Temperature , Difficulte d'acces aux semences creoles (agriculteurs locaux) , Ressources financieres, ,Manque de transport adequat , difficultes a se conformer aux reglementations sanitaires , manque d'assistance au marche, ,Pronaf B,Non, , , ,Titre definitif (INCRA ou ITERPA),Non, ,Non, ,non,Oui,2007,Non,Jardin,En raison de l'eau,Oui,"Banane, macacheira.",Augmentation de la temperature (plus chaude) , Deplacement de la saison des pluies , Augmentation des precipitations, ,Non, , ,"Oui, je sais que ça fait mal",14 ans,Augmentation au cours des 5 dernieres annees,Emploi, ,Aucun, ,Non, ,Il n'avait pas, ,Oui,Poursuivre l'agriculture , etudier au niveau universitaire,Je veux continuer a renforcer les activites du lot,moyen,bon,moyen,bon,bon,moyen,mauvais,Amelioree,Amelioree,Amelioree,Amelioree,C'est la meme chose,C'est la meme chose,La situation a empire,Il se renforcera,Il se renforcera,Il se renforcera,40,"80,86251",141,,,,,,,
-2.57576575,-54.72062254,Santarem,S1 Cipoal,Femme,Terminer l'enseignement primaire,De 5 a 15 ans,Participe aux activites agricoles de la famille , Artisanat,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Non,Non,Participer,Non,Participer,Non,Personne ne travaille en dehors du lotissement,Ferme ou jardin productif,"Fruits (açaí, buriti, bacaba, piquia, etc.)",0,0,0,1,0,0,0,0,0, , , ,Tous les 2-3 mois,Jamais, ,Jamais utilise, , ,Non, , , ,Orange,Orange,Vente lors d'une foire municipale,Non,Vous ne savez pas,Vous ne savez pas,Periode de secheresse , Temperature , Contamination par les pesticides, ,Aucun, ,Aucun,Non, , , ,Reçu d'achat,Non, ,Non, ,non,Non, ,Non, , ,Non, ,Augmentation de la temperature (plus chaude) , Moins d'humidite dans l'air (moins de brouillard), ,Non, , ,"Oui, je sais que ça fait mal",11 ans,C'est comme ça depuis 15 ans,Il ne peut pas dire, ,"Perte de production ; deterioration de la qualite de l'eau (iguarapę, puits) ; changement climatique ; dommages generaux a l'environnement.", ,Oui,Secheresse des cultures , Ravageurs envahissant vos cultures,Il n'avait pas, ,Vous ne savez pas, ,Je veux continuer a renforcer les activites du lot,moyen,mauvais,mauvais,mauvais,bon,bon,bon,C'est la meme chose,C'est la meme chose,C'est la meme chose,C'est la meme chose,C'est la meme chose,C'est la meme chose,C'est la meme chose,La situation va empirer,La situation va empirer,La situation va empirer,38,"489,2264",119,,,,,,,,,,,,
-2.58224774,-54.29429245,Santarem,S4 Ituqui,Homme,Enseignement primaire incomplet,Entre 15 et 30 ans,Participe aux activites agricoles de la famille,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Non,Non,Participer,Non,Participer,Non,Vous ne savez pas,Plantation , ferme productive ou arriere-cour,"Fruits (açaí, buriti, bacaba, piquia, etc.) ; noix (babaçu, andiroba, patauá, castanha-do-pará, muru-muru, etc.)",0,0,0,1,1,0,0,0,0, ,Quelques fois par an, ,1 ou 2 fois par an,Jamais,Jamais,"Avant, mais plus maintenant",Autres,Elle tuait mes recoltes.,Non, , , ,"Farine, amidon de tapioca",Farine,"Ventes communautaires, Ventes directes aux consommateurs",Non,Vous ne savez pas,Vous ne savez pas,Aucun, ,Aucun, ,Aucun,Non, , , ,Titularisation,"Oui, individuel",Vous ne savez pas,Non, ,non,Non, ,Oui,Riz.,Nuisibles.,Non, ,Augmentation de la temperature (plus chaude) , Moins de pluie , Moins d'humidite dans l'air (moins de brouillard), ,Non, , ,"Oui, je sais que ça fait mal",Il ne connaît pas l'annee.,C'est comme ça depuis 15 ans,Aucun, ,Aggravation de la sante de la famille , changement climatique , dommages generaux causes a l'environnement, ,Non, ,Il n'avait pas, ,Non, ,Je veux continuer a renforcer les activites du lot,moyen,bon,bon,mauvais,bon,bon,mauvais,C'est la meme chose,Amelioree,Amelioree,La situation a empire,C'est la meme chose,C'est la meme chose,La situation a empire,La situation va empirer,Il ne changera pas,Vous ne savez pas,45,"7584,09394",147,,,,,,,,,,,,
-2.5444642,-54.74177863,Santarem,S1 Cipoal,Femme,ecole secondaire incomplete,De 5 a 15 ans,Participe aux activites agricoles de la famille , Autre,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Non,Non,Non,Non,Participer,Participer,Jusqu'a un salaire minimum,Ferme ou jardin productif,Je ne collectionne pas,0,0,0,0,0,0,0,0,1, , , ,Jamais,Jamais,Jamais,Jamais utilise, , ,Non, , , , , , , ,Rien,Rien,Exces d'eau/inondation, , , ,Aucun,Non, , , ,Transfere,Non, ,Non, ,non,Non, ,Non, , ,Non, ,Augmentation de la temperature (plus chaude) , Augmentation des precipitations, ,Non, , ,Il ne peut pas dire, , ,Emploi, ,Aucun, ,Non, ,Il n'avait pas, ,Oui,Qu'ils poursuivent des etudes superieures,"Je vais continuer, mais sans investir trop d'efforts ou d'argent.",bon,bon,bon,mauvais,bon,mauvais,mauvais,Amelioree,Amelioree,C'est la meme chose,Amelioree,Amelioree,C'est la meme chose,C'est la meme chose,Il ne changera pas,Il se renforcera,Il se renforcera,37, ,155,,,,,,,,,,,,,,,
